user_id,device_type,age,time
6040457264,desktop,27,52
1181084067,desktop,31,2148
2595726370,desktop,25,2138
3221384063,desktop,39,2141
1420635064,desktop,39,69
6095663546,desktop,,2084
7449896313,desktop,29,2114
988368870,mobile,33,
2153803374,desktop,28,
6675507967,mobile,39,
7270730204,mobile,33,49
2065701678,mobile,25,52
9430629949,desktop,29,2150
8519320351,mobile,39,
4796700201,mobile,27,42
725721536,mobile,37,
1772880789,desktop,27,
9449527180,mobile,37,30
1737991566,desktop,39,2099
2580512805,desktop,,
7640923349,desktop,30,2085
340532007,desktop,27,2084
3782277294,desktop,38,2105
6585199517,desktop,38,2073
6848165730,desktop,37,2095
7063991976,desktop,31,2087
3768481083,mobile,,
9070555124,desktop,29,2079
2534171331,desktop,30,70
1599620180,desktop,25,2077
5006210543,mobile,32,41
2384418642,desktop,25,
3296453576,mobile,25,50
238079235,mobile,27,44
5487733810,desktop,31,
8613107810,desktop,28,2062
4439236028,desktop,30,2091
5462411152,desktop,36,2131
7103928190,desktop,,
1494378439,desktop,,2066
2531112508,desktop,30,2089
1571241836,desktop,35,2139
7967863604,desktop,27,2117
3894677927,desktop,29,2066
9459244037,desktop,36,63
3933941803,desktop,37,63
3482966268,desktop,30,2104
5747009336,desktop,33,2147
1956017628,mobile,30,
2994434597,desktop,37,
8924899510,desktop,37,2102
4167460537,desktop,29,2127
6413004479,desktop,27,2122
7626103786,desktop,,2145
3473694013,desktop,31,2129
6761796417,mobile,34,
2914143952,desktop,35,2143
345140626,mobile,32,40
6984622235,mobile,30,45
2153158849,desktop,30,2101
1933788049,desktop,39,2051
7486163547,desktop,34,2110
531576867,desktop,25,2114
3330078945,desktop,40,61
8119257464,desktop,35,2113
5916164112,mobile,33,48
9526574189,mobile,28,
4833661457,desktop,27,1999
2115187106,desktop,29,2131
8913838559,desktop,34,68
7252901387,desktop,40,2124
4911422181,mobile,26,30
5687244831,desktop,32,
1507350455,mobile,25,31
231195265,desktop,38,61
5560385804,desktop,32,2150
6666848987,desktop,33,2110
2921913018,desktop,38,57
3721211289,desktop,30,2112
3954327701,desktop,33,
6421104801,desktop,26,2122
8639446142,mobile,28,
1293960774,desktop,,57
7586539360,desktop,,2148
7290084621,desktop,38,2112
898805554,desktop,29,2071
1270438636,desktop,39,2149
1938669901,mobile,,49
7447303927,desktop,38,2068
3567001211,desktop,26,2091
5682860290,desktop,35,2135
2876623210,desktop,28,2110
2789368725,desktop,38,2084
3130262666,desktop,29,2142
6270961334,desktop,28,
8441550153,desktop,29,
1612981139,mobile,32,33
9775035502,desktop,35,2070
4899306597,desktop,33,56
6092949513,desktop,33,2080
7508893512,desktop,39,2132
6630757185,desktop,34,2064
7578186763,desktop,34,2106
6220598775,desktop,39,2111
7822797640,desktop,31,68
6934345053,desktop,33,
7645010881,desktop,,2201
3185374540,mobile,26,44
7542835080,desktop,30,51
5314423714,desktop,38,2116
1399955632,desktop,25,2095
8382571062,mobile,31,
4055465221,mobile,26,31
1680892461,desktop,,2100
7081743168,mobile,34,37
827202337,mobile,40,34
2672478439,desktop,36,2126
6023210420,desktop,30,2132
4189638050,desktop,40,2135
8883824538,desktop,33,
2323162683,mobile,33,
5980462398,desktop,27,2127
6425035019,desktop,37,
7409581794,desktop,36,
7515782311,desktop,30,58
5606207104,mobile,25,42
1368254291,desktop,28,
8170261907,desktop,39,
5769552407,desktop,,2111
7687865786,mobile,29,34
8442972303,desktop,25,
7742819176,desktop,36,
2398358362,desktop,38,2074
9622657902,desktop,31,
1462756001,desktop,33,
1410023710,desktop,33,2143
8553583515,desktop,28,2132
197805797,desktop,38,2077
8031769618,mobile,31,
2855879614,desktop,,63
3568741874,mobile,,
4169590047,desktop,28,2074
7738059048,desktop,27,
1017927663,desktop,39,2098
9432359780,desktop,,2088
3703190962,desktop,35,2051
3947986134,desktop,28,2085
4702796130,desktop,31,
1422923325,desktop,33,2146
9039447163,mobile,32,
3355835017,mobile,26,32
9793706258,desktop,33,2081
1110002834,mobile,,38
5169700577,mobile,27,
9315036671,mobile,29,
7297566466,desktop,39,2083
5339373528,desktop,,2074
3151193608,desktop,34,53
3736651631,desktop,31,2139
9783574559,desktop,25,
1888764972,mobile,36,37
7055662846,desktop,39,62
8508208030,desktop,32,60
6183315466,desktop,25,52
9660126248,desktop,34,
1817016749,desktop,31,2201
9777507154,mobile,37,36
7847630382,desktop,29,57
4952270098,mobile,38,
1311704679,desktop,37,2148
2174665891,desktop,30,70
7449769778,desktop,37,
4911211278,desktop,40,2075
2465805892,mobile,39,39
7157426405,desktop,29,2113
9945264941,desktop,26,2073
3712496405,desktop,37,2138
9025606089,desktop,26,2074
94488474,desktop,,57
151583559,desktop,,2126
470632182,desktop,39,62
1629761052,desktop,39,2096
1252499840,desktop,39,2110
6486927229,mobile,27,44
587057621,desktop,33,2126
6961824321,mobile,,42
229689965,desktop,29,2099
6770157076,desktop,31,2089
5205911051,mobile,36,
551659380,desktop,,2088
7830071098,desktop,35,56
2704189471,desktop,28,57
7561850935,desktop,25,2096
9203682361,mobile,40,
5412184209,desktop,32,2065
7679186893,mobile,27,35
6985678382,desktop,37,
6097366490,desktop,33,2119
3218434645,desktop,36,2061
4939399526,desktop,39,
8664446919,desktop,31,2102
8040809689,desktop,31,2109
5773907462,mobile,34,
229057815,desktop,27,2105
3650232958,desktop,30,2072
9312454362,mobile,26,30
5629002702,desktop,33,2132
6548034788,desktop,29,2144
7690867092,desktop,27,2116
5049268156,desktop,32,2124
165686730,desktop,31,2114
7648529545,desktop,30,62
8809287909,desktop,37,2094
88734841,mobile,26,
997482500,desktop,27,
1707996385,mobile,34,
4907859688,mobile,32,
8193384107,mobile,27,
2815241347,desktop,40,2141
6125688763,desktop,30,
813045875,desktop,36,2096
9749259207,desktop,30,
6354248632,desktop,30,2128
2087832567,desktop,26,
6351480417,desktop,30,2139
5528137866,desktop,26,2107
2138536647,desktop,34,2060
2511898971,desktop,30,2058
8724144320,desktop,30,2062
7834819913,mobile,30,37
3076735338,desktop,27,2138
156311644,desktop,36,2103
3803530648,desktop,,2131
3450380445,desktop,39,
2645986953,desktop,25,2083
6742708401,desktop,26,2098
2948427851,desktop,31,57
8822693173,desktop,,2114
9542402966,desktop,40,2057
9893017238,mobile,34,
4392689024,mobile,32,43
6159740405,mobile,29,
9315571267,desktop,25,2068
2704227716,desktop,39,2076
4780894936,desktop,37,
9112234425,desktop,26,2052
2795821178,mobile,40,46
4838898232,mobile,30,45
480203161,mobile,34,
699348363,desktop,34,2124
3380482408,desktop,37,2112
8384356256,desktop,25,2093
2097990801,mobile,35,34
5491653176,desktop,25,55
6061673072,desktop,39,2062
1142556866,mobile,26,47
502675434,desktop,31,2099
1980859500,desktop,27,2093
8789284329,desktop,,2094
2950802860,desktop,34,2068
6527207179,desktop,37,2075
4516893956,desktop,30,2068
7887628682,desktop,38,2054
9127770910,desktop,28,2096
8002169781,desktop,29,2084
7464533815,mobile,38,
2258368334,desktop,26,61
7435214469,desktop,30,2056
5985287712,desktop,30,56
4306193071,desktop,37,2110
5254002978,mobile,36,
9473882736,desktop,,2088
8363314037,desktop,33,2087
2114986926,mobile,30,46
5287600390,mobile,32,
1308766825,desktop,36,2084
3798332887,mobile,38,
5354952740,desktop,27,2089
4442922498,desktop,26,2131
768135709,desktop,33,66
8976375477,desktop,38,2054
7417986630,desktop,38,2052
3094095502,mobile,39,43
8442375076,desktop,33,2058
668552392,desktop,37,2056
2536060599,mobile,35,34
1688093677,desktop,38,2116
8121301922,desktop,35,2118
7932860744,desktop,28,2059
4727469997,desktop,40,
5421897501,mobile,37,
4891591566,mobile,32,
4830032435,desktop,34,
3598091865,desktop,39,2080
1611735911,desktop,39,2128
6080545975,desktop,35,2072
6136548070,mobile,38,
1441969909,desktop,26,2070
6812417600,desktop,28,65
2945419005,mobile,35,
2847219777,desktop,32,2102
2001663179,desktop,37,2120
8503486998,mobile,35,46
5827427010,desktop,35,
1267956418,desktop,37,2111
6103622924,desktop,29,
6151399094,mobile,31,
2440434795,desktop,38,2063
5361109260,desktop,31,
559549051,desktop,36,2064
462366282,mobile,30,30
6665995492,desktop,25,2070
5865557524,mobile,26,30
3739562279,mobile,30,47
4857980429,desktop,32,2052
7743078089,desktop,33,2074
3042242009,desktop,40,
8437214548,mobile,33,47
3379312696,desktop,35,
2936944716,desktop,35,2111
3721300798,desktop,29,2053
7302965944,desktop,36,2132
5399256495,desktop,39,2122
8260858569,desktop,35,2129
8098799662,desktop,29,70
1007041619,desktop,38,70
5666910762,desktop,31,2102
6591770239,desktop,28,70
3518143559,desktop,37,2114
5471432390,desktop,25,2068
6591461821,desktop,27,2065
3237078861,desktop,26,60
6540865188,desktop,34,2056
8366706440,desktop,29,2123
5812686492,mobile,31,
2076599599,mobile,29,
9264113241,desktop,33,2065
3128911963,desktop,35,2070
8098193730,mobile,34,
420171416,mobile,26,
7801709376,desktop,25,2109
3132316458,desktop,27,2125
7416174615,mobile,25,31
7854712413,desktop,32,2060
7991977836,desktop,,51
5408155276,desktop,,2050
5607275970,mobile,26,
7533456019,desktop,33,2101
1150431238,mobile,37,45
2906989794,desktop,28,2128
6072974295,mobile,36,50
7389856925,desktop,27,2119
5195344682,desktop,,2144
7598841990,desktop,30,
8213079316,desktop,37,1999
3993087072,mobile,34,35
7828164915,desktop,36,2117
1072378114,desktop,26,2107
461388839,desktop,31,
4985578232,desktop,33,2090
5896860796,mobile,34,
1991533724,desktop,32,2077
1619321759,desktop,28,2055
291348024,desktop,34,2124
2519029230,desktop,38,2104
7812465732,mobile,,
4404605142,desktop,37,
4830251070,desktop,37,2137
2546940967,desktop,26,2201
705416016,desktop,39,
7244775501,desktop,26,2134
703388636,mobile,34,47
6581400312,mobile,37,
432618283,desktop,27,2091
4746009087,desktop,27,2092
7033478368,desktop,32,63
6523768226,desktop,29,2138
9383491608,desktop,29,2103
728482561,desktop,40,1999
319909190,mobile,26,31
816834136,desktop,30,2122
7865673331,desktop,34,2053
7220737457,desktop,34,2073
8894386948,desktop,28,2150
2790636740,mobile,40,
3420133950,desktop,35,2079
6195119205,desktop,30,2064
752253145,desktop,38,2114
3644517649,mobile,25,
2907181875,desktop,36,2137
4332200910,mobile,26,
1683208545,desktop,25,2132
7817034618,mobile,40,43
8615590630,desktop,27,2058
337163613,desktop,30,2148
2209350059,mobile,28,
7313010392,desktop,39,2061
439919669,desktop,25,66
7530239897,desktop,25,2069
8189863428,mobile,27,
6096754074,desktop,25,
6288147010,mobile,38,
6176695085,mobile,26,
9793706258,mobile,37,
8821489037,desktop,39,61
7047089988,mobile,34,
5519875007,mobile,31,
1053575847,desktop,35,52
8681197517,desktop,29,2122
4648036309,desktop,36,2072
5197651982,mobile,39,42
9151482998,desktop,,2139
3492372815,desktop,25,
2084732550,desktop,39,2113
210856343,desktop,32,2130
851350513,desktop,30,2110
2897698297,mobile,,53
6143826708,desktop,,65
2674678417,desktop,32,
8709329925,desktop,35,2068
2279540912,mobile,26,43
8129630377,desktop,,2096
3242528951,desktop,28,2142
3657626094,desktop,35,2114
7246015086,mobile,32,
1733694494,mobile,31,42
8720996111,desktop,31,2079
6256415413,desktop,,2060
8129610145,desktop,39,
8981494110,desktop,29,64
6751240928,desktop,27,2050
6747823035,desktop,26,1999
424499112,mobile,39,
2358700393,mobile,28,
5470539085,desktop,35,2094
9401379155,desktop,40,2114
1317119103,desktop,39,2093
7667067076,desktop,37,2090
2190911007,desktop,29,2063
7578835592,desktop,25,2143
8924324193,desktop,39,
7559149776,desktop,39,2074
5590889309,mobile,30,
1455859312,mobile,33,33
3372981704,desktop,40,2132
7449501340,desktop,39,2102
8840639191,desktop,36,
3659212740,desktop,37,
5651792754,desktop,40,
8271548367,desktop,29,2064
1671918704,desktop,29,
3439508964,desktop,26,2063
6930689074,desktop,38,2140
1966281612,desktop,37,2057
310313123,desktop,28,2090
6159343980,desktop,29,
3601487250,desktop,26,55
3073920237,mobile,31,
5725513111,mobile,28,37
9759708311,desktop,27,2110
4697660393,desktop,35,2129
4108798955,desktop,29,2146
3477937830,desktop,32,2050
771502920,mobile,30,45
101004540,desktop,39,70
4265825362,desktop,29,64
8884560256,desktop,36,2103
9424115994,mobile,29,
7708323266,desktop,38,2126
322168013,desktop,40,2093
2102533938,mobile,26,
3872084752,desktop,28,2093
7879742468,desktop,29,2072
633919876,mobile,38,42
8025443151,mobile,33,50
7692663576,desktop,37,2114
4343216137,desktop,36,2078
9476691813,desktop,39,
9403924802,desktop,34,2059
9625622877,mobile,37,32
3485117516,desktop,27,2123
7564402164,desktop,37,
2567546283,desktop,25,
6801889443,desktop,28,
4602568818,desktop,27,
2847216085,mobile,33,39
1608643010,desktop,34,
615042120,desktop,40,2089
8191960398,desktop,38,2125
5545891369,desktop,38,2101
3371889733,desktop,26,2116
5697798650,desktop,30,
5645626784,desktop,35,2055
4503972529,desktop,33,2131
9172852187,mobile,29,
3986906763,desktop,39,
1193289451,desktop,25,68
8548385607,desktop,26,2052
6763486542,desktop,31,2097
3503725514,desktop,28,
3347487514,desktop,34,2149
7983683444,desktop,34,
7705539874,desktop,,2124
7421033613,desktop,25,2128
4079055880,desktop,38,
1254080365,desktop,26,2053
933210635,desktop,39,58
8274162350,desktop,35,1999
3178884081,desktop,27,2070
8714438941,mobile,33,35
4418154263,desktop,35,2075
6899912913,desktop,37,2101
1300529604,desktop,37,2064
990894331,desktop,31,2122
494973257,mobile,33,39
2924837462,desktop,36,2088
3394039485,desktop,35,2123
5392723753,desktop,28,
9600083099,desktop,35,2130
3813874362,desktop,31,70
4161847233,desktop,31,2144
9649228956,desktop,35,2054
7824210635,desktop,40,64
4697591656,desktop,40,2114
4051786596,desktop,35,2095
2706264143,desktop,26,
5227751061,mobile,32,53
4035598168,desktop,31,2084
6767930298,desktop,34,1999
1784169878,desktop,37,2074
4576368035,mobile,28,
8948799507,desktop,37,69
3674785700,desktop,26,2121
3955141815,desktop,25,2087
6677375912,mobile,36,
3659849779,mobile,30,
2089144568,desktop,39,64
7892957789,desktop,27,2121
8947993663,desktop,36,2078
4948987607,desktop,30,2145
907543160,desktop,27,
6900691878,desktop,,70
3607004482,desktop,31,2059
1904979561,mobile,26,
2828253509,mobile,36,
868428749,desktop,28,
4150747433,desktop,25,2121
1066806831,mobile,35,40
1156294307,desktop,26,2077
4478912250,mobile,33,46
6256129156,mobile,32,
8922338609,desktop,40,62
9170112371,desktop,27,
5786153864,desktop,37,2132
8652015079,mobile,27,
508422767,desktop,31,2125
6307711071,desktop,39,2107
5440784233,desktop,33,59
3595926878,mobile,37,52
3083498952,desktop,40,70
672335967,desktop,39,2126
7122079191,mobile,39,31
6928189081,desktop,37,57
7687729419,desktop,28,56
9794152347,desktop,39,2134
2911572479,desktop,,1999
1602927798,desktop,25,2096
8970622141,desktop,34,2119
562368160,desktop,32,2051
6487071129,desktop,30,2111
9312448903,desktop,37,
424499112,desktop,27,2139
7933021152,mobile,38,
3390812802,mobile,28,46
8627486933,desktop,27,2131
4309117983,desktop,28,70
2413621260,desktop,,2065
6867927060,desktop,34,
9955908635,mobile,40,44
4437183420,desktop,39,2080
7717836731,desktop,25,
4966995478,desktop,40,65
7809977042,desktop,29,2134
2050297312,mobile,40,
4915465879,mobile,36,30
9810304190,desktop,36,2147
2486239459,desktop,27,2143
3866256453,mobile,31,
6627811996,desktop,37,2080
7435399357,mobile,36,
7378591906,desktop,33,2133
3650764435,desktop,39,2115
8442193495,mobile,38,34
782799058,desktop,35,2146
5126473130,desktop,27,2110
9230048244,desktop,28,2148
3101791871,mobile,36,
5168731318,desktop,39,2147
7566760540,desktop,39,2142
2163217730,desktop,35,2122
3644473042,desktop,35,2140
5980471853,mobile,36,46
5014921451,desktop,29,2108
5954295148,desktop,31,2149
8110239255,mobile,33,46
5306773422,mobile,40,
984596103,desktop,28,2113
4212851496,desktop,25,2109
5173015960,desktop,31,2117
9271896126,desktop,,2075
8924267388,mobile,25,
3224052219,mobile,32,33
6875624158,mobile,26,
6447821067,desktop,,
6996907602,desktop,31,2136
5049182178,desktop,25,52
3321883017,desktop,39,2096
8412264955,desktop,35,58
1545228931,desktop,33,2106
850113778,mobile,32,44
1899503231,desktop,25,2120
6418467013,desktop,37,2077
9933773036,desktop,36,
4569510542,desktop,40,2078
3605536477,desktop,,2091
9207352345,desktop,28,2100
1764533550,desktop,27,
6614315873,desktop,33,
8697030339,desktop,35,
774958686,mobile,26,
5640045425,desktop,28,2093
8173928178,desktop,29,2079
5920212155,desktop,37,
3688753789,desktop,40,2065
2463040751,desktop,36,2124
4628768437,mobile,40,37
1373285410,desktop,32,2100
6053868332,mobile,,46
943722441,desktop,,2126
402137560,desktop,35,2104
6249027858,desktop,26,2095
6274914669,desktop,33,
7380525836,desktop,36,2057
4939418347,desktop,26,2075
5131099053,desktop,34,
9047340961,desktop,39,2128
4157030043,desktop,31,2109
3467773986,desktop,28,2060
9224606868,mobile,26,
5223551075,desktop,38,68
2644804258,desktop,37,2095
3071280239,mobile,37,40
4046452739,desktop,35,
5800725159,desktop,33,2142
4023376525,mobile,39,33
4832829918,desktop,,2082
4256573227,mobile,25,
6377138703,desktop,28,60
9809808411,mobile,38,
1022242894,desktop,37,
9120483488,desktop,28,2094
2574259419,desktop,35,2086
7290544482,desktop,35,2113
8688461015,desktop,26,2101
9894887197,desktop,34,2107
9757980419,desktop,31,2132
5044848648,desktop,27,2083
4137807381,desktop,30,2102
5683059014,mobile,,
6085223098,desktop,,56
1904979561,desktop,40,2144
143055778,desktop,,66
9413805266,desktop,30,2142
8490043635,mobile,33,
4146510895,desktop,31,2114
6463431236,desktop,34,2089
1048263728,desktop,32,2061
200126084,desktop,35,2055
443935923,desktop,29,2120
6994253791,desktop,35,2099
6003925485,mobile,25,43
7499928937,desktop,30,
6564781859,desktop,27,2086
2015881270,desktop,30,2101
9478381225,mobile,30,48
7865169790,desktop,29,2077
4166708892,desktop,40,2098
1203372428,desktop,34,2083
8884066411,mobile,39,
8386125167,desktop,36,59
2330717145,desktop,,2123
9382634062,desktop,34,2052
1113732546,desktop,30,
7502427111,desktop,34,52
8586341151,desktop,38,2113
2647253224,desktop,37,61
6821570964,desktop,40,2132
9295292191,desktop,37,
1482593408,desktop,,
2881409333,mobile,29,
3294152027,desktop,27,2128
7518531244,desktop,28,2132
5588908475,desktop,26,
6140336303,desktop,32,2097
3280416980,desktop,27,2112
3850972093,mobile,37,
7270196565,mobile,31,
6317472052,desktop,36,62
8957799739,desktop,33,65
4031772577,desktop,32,2101
5152608105,mobile,26,35
6099054063,desktop,29,2148
9160175317,desktop,33,2110
3119179474,desktop,32,2076
7335580916,mobile,29,47
4395180892,mobile,33,30
5387434525,desktop,39,2138
1660777971,desktop,30,
796257565,desktop,29,
6917500051,mobile,39,48
7244104125,mobile,27,47
6781021548,desktop,31,65
2532226171,desktop,26,2116
7353160776,desktop,25,
248801267,mobile,29,
5925505021,desktop,39,2054
2415495638,desktop,39,70
4378048240,desktop,27,
9514140022,mobile,38,
8225786254,desktop,34,2091
6711383271,mobile,25,42
5739992864,desktop,37,2051
4038570094,mobile,30,43
353808330,desktop,,2097
2327800664,mobile,27,34
5184766064,desktop,34,59
5773601422,desktop,27,58
2205022997,desktop,27,2103
8042073196,desktop,27,
5355074658,desktop,27,2056
2668371972,desktop,36,2122
5837592853,desktop,35,67
7188330159,desktop,,2150
8883009511,desktop,34,2081
7400333267,mobile,36,
3549234364,desktop,34,68
5245946452,desktop,32,
6231252707,mobile,31,42
870687021,desktop,30,2137
1984302395,desktop,33,2069
3580846532,desktop,35,2105
6495027643,desktop,32,2083
4555841594,desktop,35,2141
5476356046,mobile,26,
2426264743,desktop,34,
5703853889,desktop,37,
9016750271,desktop,39,
9217210397,desktop,29,2052
2825709632,desktop,30,
18773766,desktop,26,2137
4469607935,desktop,36,2060
5159365908,mobile,30,44
5181485845,desktop,39,2107
2241370979,desktop,36,
9937694985,desktop,28,2107
4955047639,desktop,29,
4165691680,desktop,31,
1826972586,desktop,27,2135
8631875812,desktop,33,2121
234748033,desktop,25,2119
4067088454,desktop,27,2137
8704587404,mobile,31,
8730956921,mobile,40,31
8942279491,desktop,34,57
556048893,desktop,37,2078
2333485992,mobile,28,31
1232732368,mobile,25,40
979868633,mobile,37,34
4503582766,desktop,40,2073
3831008833,mobile,33,35
9241832410,desktop,36,55
2059524359,desktop,27,63
9987377002,desktop,36,2103
541534985,mobile,39,
8539713573,desktop,39,2135
7305289902,mobile,30,
5939245432,desktop,39,2124
6150640571,desktop,36,63
5948529441,desktop,39,2072
3065164975,desktop,33,2120
1739301979,desktop,38,59
3136704231,desktop,30,2068
4199875086,desktop,38,
1983242180,desktop,35,
4339164940,desktop,28,2061
6214987919,mobile,37,
7584510450,desktop,,69
1108191544,desktop,27,2052
4234817461,desktop,30,
3524774098,desktop,35,51
7372524279,desktop,34,2053
2459293745,mobile,40,
453222093,desktop,32,2131
2400565414,desktop,29,
4155313678,desktop,38,
1346597745,mobile,39,
2735383743,desktop,25,2150
1961877262,mobile,38,
5294243602,mobile,27,
5114153708,desktop,32,2053
